Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
05/11/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
05/10/2026,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,36.65,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
05/10/2026,Lyft *Ride Sat 2Pm,Debit Card DEBIT TRAN LYFT *RIDE SAT 2PM LAKEVIEW OH,14.75,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LYFT *RIDE SAT 2PM LAKEVIEW OH,FALSE
05/08/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
05/08/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
05/08/2026,Corner Books Lakeview,Debit Card DEBIT TRAN CORNER BOOKS LAKEVIEW LAKEVIEW OH,10.79,Debit,Entertainment,Movies & Music,FREE CHECKING,,Debit Card DEBIT TRAN CORNER BOOKS LAKEVIEW LAKEVIEW OH,FALSE
05/07/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.53,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
05/07/2026,Lyft *Ride Mon 6Pm,Debit Card DEBIT TRAN LYFT *RIDE MON 6PM LAKEVIEW OH,16.16,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LYFT *RIDE MON 6PM LAKEVIEW OH,FALSE
05/07/2026,Chase Credit Card,Withdrawal CHASE CREDIT CRD / TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,121.30,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,FALSE
05/06/2026,Vanguard Buy,Withdrawal VANGUARD BUY / TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,1200.00,Debit,Investments,Investment,SHARE SAVINGS,,TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,FALSE
05/06/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,27.98,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
05/05/2026,Zelle to Linda Morgan,Withdrawal ZELLE TO LINDA MORGAN / TYPE: P2P CO: ZELLE %% ACH ECC WEB,120.00,Debit,Transfer,Zelle,FREE CHECKING,,TYPE: P2P CO: ZELLE %% ACH ECC WEB,FALSE
05/05/2026,LaundryCard Reload,Withdrawal LAUNDRYCARD RELOAD / TYPE: PURCHASE CO: LAUNDRYCARD,16.00,Debit,Home,Laundry,FREE CHECKING,,TYPE: PURCHASE CO: LAUNDRYCARD,FALSE
05/04/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
05/03/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.34,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
05/01/2026,Lakeview Transit Auth,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,2.75,Debit,Auto & Transport,Public Transit,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,FALSE
05/01/2026,Lakeview Transit Auth,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,2.75,Debit,Auto & Transport,Public Transit,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,FALSE
05/01/2026,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
05/01/2026,Havenbrook Residential,Withdrawal HAVENBROOK RESIDENTIAL / TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,1285.00,Debit,Home,Rent,FREE CHECKING,,TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,FALSE
05/01/2026,ATM Withdrawal #4471 Fourth Street,ATM Withdrawal #4471 FOURTH STREET LAKEVIEW OH,20.00,Debit,Uncategorized,Cash,FREE CHECKING,,ATM Withdrawal #4471 FOURTH STREET LAKEVIEW OH,FALSE
05/01/2026,ATM Surcharge,ATM Surcharge FOURTH STREET,3.00,Debit,Fees & Charges,ATM Fee,FREE CHECKING,,ATM Surcharge FOURTH STREET,FALSE
04/30/2026,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,7.00,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
04/30/2026,Transfer from Account 0072,Transfer from Share 0072,400.00,Credit,Transfer,Transfer,SHARE SAVINGS,,Transfer from Share 0072,FALSE
04/30/2026,Transfer To Share,Transfer To Share 0001,400.00,Debit,Transfer,Transfer,FREE CHECKING,,Transfer To Share 0001,FALSE
04/30/2026,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,40.80,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
04/30/2026,Northgate Express Mart,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,3.27,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,FALSE
04/30/2026,Blue Line Snacks,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,3.14,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,FALSE
04/30/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,18.27,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
04/29/2026,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,43.40,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
04/29/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/29/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,31.80,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
04/27/2026,Vantel Fiber,Withdrawal VANTEL FIBER / TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,49.00,Debit,Bills & Utilities,Internet,FREE CHECKING,,TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,FALSE
04/27/2026,Sunrise Bodega,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,7.49,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,FALSE
04/27/2026,Lakeview Gas & Go,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,4.13,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,FALSE
04/27/2026,ATM Withdrawal Lakeshore CU,ATM Withdrawal LAKESHORE CU MAIN ST LAKEVIEW OH,40.00,Debit,Uncategorized,Cash,FREE CHECKING,,ATM Withdrawal LAKESHORE CU MAIN ST LAKEVIEW OH,FALSE
04/26/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.13,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
04/26/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,15.26,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
04/25/2026,Northline Gas,Withdrawal NORTHLINE GAS / TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,34.33,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,FALSE
04/25/2026,Lyft *Ride Sun 1Pm,Debit Card DEBIT TRAN LYFT *RIDE SUN 1PM LAKEVIEW OH,18.02,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LYFT *RIDE SUN 1PM LAKEVIEW OH,FALSE
04/25/2026,Lakeview Farmers Market,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,17.26,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,FALSE
04/25/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/25/2026,Cafe Lumen,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,4.54,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,FALSE
04/24/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.53,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
04/24/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/23/2026,Sunfire Taqueria,Debit Card DEBIT TRAN SUNFIRE TAQUERIA LAKEVIEW OH,21.54,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN SUNFIRE TAQUERIA LAKEVIEW OH,FALSE
04/22/2026,State Tax Refund,Deposit STATE TAX REFUND / TYPE: TAX REF CO: STATE TREASURER,612.00,Credit,Income,Other Income,FREE CHECKING,,TYPE: TAX REF CO: STATE TREASURER,FALSE
04/22/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/20/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,5.47,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
04/20/2026,Lakeview Power & Light,Withdrawal LAKEVIEW PWR & LIGHT / TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,63.94,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,FALSE
04/20/2026,Cornerstone Life Ins Prem,Withdrawal CORNERSTONE LIFE INS PREM / TYPE: PREMIUM CO: CORNERSTONE LIFE %% ACH ECC PPD,93.00,Debit,Financial,Life Insurance,FREE CHECKING,,TYPE: PREMIUM CO: CORNERSTONE LIFE %% ACH ECC PPD,FALSE
04/19/2026,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,23.49,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
04/17/2026,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,40.82,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
04/17/2026,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
04/16/2026,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,23.50,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
04/16/2026,Granite State Servicing,Withdrawal GRANITE STATE SERVICING / TYPE: STUDENT LN ID: XXXXXX2007 CO: GRANITE STATE SVC %% ACH ECC PPD,78.20,Debit,Education,Student Loan,FREE CHECKING,,TYPE: STUDENT LN ID: XXXXXX2007 CO: GRANITE STATE SVC %% ACH ECC PPD,FALSE
04/16/2026,Chase Credit Card,Withdrawal CHASE CREDIT CRD / TYPE: AUTOPAY ID: XXXXXX4417 CO: CHASE CREDIT CRD %% ACH ECC WEB,329.49,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: AUTOPAY ID: XXXXXX4417 CO: CHASE CREDIT CRD %% ACH ECC WEB,FALSE
04/15/2026,Golden Wok,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,16.24,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,FALSE
04/15/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,28.22,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
04/14/2026,Northgate Express Mart,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,3.20,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,FALSE
04/13/2026,Golden Wok,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,13.44,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,FALSE
04/13/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/12/2026,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,41.55,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
04/12/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.34,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/11/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/11/2026,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,31.98,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
04/10/2026,ATM Withdrawal #4471 Fourth Street,ATM Withdrawal #4471 FOURTH STREET LAKEVIEW OH,20.00,Debit,Uncategorized,Cash,FREE CHECKING,,ATM Withdrawal #4471 FOURTH STREET LAKEVIEW OH,FALSE
04/10/2026,ATM Surcharge,ATM Surcharge FOURTH STREET,3.00,Debit,Fees & Charges,ATM Fee,FREE CHECKING,,ATM Surcharge FOURTH STREET,FALSE
04/09/2026,Panera Bread,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,9.12,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,FALSE
04/09/2026,Lakeview Parking,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,8.62,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,FALSE
04/08/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,5.38,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
04/08/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/08/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/08/2026,Cafe Lumen,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,7.42,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,FALSE
04/07/2026,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,22.88,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
04/07/2026,Panera Bread,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,9.63,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,FALSE
04/07/2026,Lakeview Parking,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,8.52,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,FALSE
04/07/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.61,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/07/2026,Chase Credit Card,Withdrawal CHASE CREDIT CRD / TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,174.08,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,FALSE
04/06/2026,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,2.33,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
04/06/2026,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,22.36,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
04/06/2026,Chipotle,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,12.28,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,FALSE
04/05/2026,Zelle to Linda Morgan,Withdrawal ZELLE TO LINDA MORGAN / TYPE: P2P CO: ZELLE %% ACH ECC WEB,120.00,Debit,Transfer,Zelle,FREE CHECKING,,TYPE: P2P CO: ZELLE %% ACH ECC WEB,FALSE
04/05/2026,LaundryCard Reload,Withdrawal LAUNDRYCARD RELOAD / TYPE: PURCHASE CO: LAUNDRYCARD,16.00,Debit,Home,Laundry,FREE CHECKING,,TYPE: PURCHASE CO: LAUNDRYCARD,FALSE
04/05/2026,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,51.18,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
04/05/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.61,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/04/2026,Northgate Express Mart,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,7.79,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,FALSE
04/04/2026,Lakeview Gas & Go,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,4.40,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,FALSE
04/04/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.34,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/04/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/03/2026,Wendy's,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,7.11,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,FALSE
04/03/2026,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,28.41,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
04/03/2026,Lakeview Farmers Market,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,9.51,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,FALSE
04/03/2026,Lakeview Farmers Market,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,14.31,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,FALSE
04/03/2026,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
04/03/2026,Golden Wok,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,11.82,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,FALSE
04/03/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
04/02/2026,Vanguard Buy,Withdrawal VANGUARD BUY / TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,900.00,Debit,Investments,Investment,SHARE SAVINGS,,TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,FALSE
04/02/2026,Northgate Express Mart,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,5.40,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN NORTHGATE EXPRESS MART LAKEVIEW OH,FALSE
04/02/2026,Chipotle,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,14.61,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,FALSE
04/02/2026,Cafe Lumen,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,6.06,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,FALSE
04/01/2026,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,36.03,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
04/01/2026,Havenbrook Residential,Withdrawal HAVENBROOK RESIDENTIAL / TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,1285.00,Debit,Home,Rent,FREE CHECKING,,TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,FALSE
03/31/2026,Transfer from Account 0072,Transfer from Share 0072,500.00,Credit,Transfer,Transfer,SHARE SAVINGS,,Transfer from Share 0072,FALSE
03/31/2026,Transfer To Share,Transfer To Share 0001,500.00,Debit,Transfer,Transfer,FREE CHECKING,,Transfer To Share 0001,FALSE
03/31/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
03/30/2026,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,7.00,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
03/30/2026,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
03/30/2026,Chipotle,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,14.89,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,FALSE
03/30/2026,Cafe Lumen,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,4.20,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,FALSE
